deviceId,yaw,pitch,roll,recordTime
1,10,4,-5,2024-08-16T08:08:37.013Z
1,10,4,-5,2024-08-16T08:08:37.023Z
1,10,4,-5,2024-08-16T08:08:37.033Z
1,10,4,-5,2024-08-16T08:08:37.042Z
1,10,4,-5,2024-08-16T08:08:37.052Z
1,10,4,-5,2024-08-16T08:08:37.062Z
1,10,4,-5,2024-08-16T08:08:37.073Z
1,10,4,-5,2024-08-16T08:08:37.083Z
1,10,4,-4,2024-08-16T08:08:37.093Z
1,10,4,-4,2024-08-16T08:08:37.108Z
1,10,4,-4,2024-08-16T08:08:37.116Z
1,10,4,-5,2024-08-16T08:08:37.125Z
1,10,5,-5,2024-08-16T08:08:37.135Z
1,10,5,-5,2024-08-16T08:08:37.145Z
1,10,5,-5,2024-08-16T08:08:37.184Z
1,10,5,-5,2024-08-16T08:08:37.193Z
1,10,5,-5,2024-08-16T08:08:37.203Z
1,10,5,-5,2024-08-16T08:08:37.212Z
1,10,5,-5,2024-08-16T08:08:37.223Z
1,10,5,-5,2024-08-16T08:08:37.232Z
1,10,5,-5,2024-08-16T08:08:37.243Z
1,10,5,-5,2024-08-16T08:08:37.256Z
1,10,5,-5,2024-08-16T08:08:37.266Z
1,10,5,-5,2024-08-16T08:08:37.275Z
1,10,5,-5,2024-08-16T08:08:37.285Z
1,10,5,-5,2024-08-16T08:08:37.296Z
1,10,5,-5,2024-08-16T08:08:37.305Z
1,10,5,-5,2024-08-16T08:08:37.316Z
1,10,5,-5,2024-08-16T08:08:37.326Z
1,10,5,-5,2024-08-16T08:08:37.335Z
1,10,5,-5,2024-08-16T08:08:37.346Z
1,10,4,-5,2024-08-16T08:08:37.355Z
1,10,4,-5,2024-08-16T08:08:37.365Z
1,10,4,-5,2024-08-16T08:08:37.376Z
1,10,4,-5,2024-08-16T08:08:37.385Z
1,10,4,-5,2024-08-16T08:08:37.400Z
1,10,4,-5,2024-08-16T08:08:37.409Z
1,10,4,-5,2024-08-16T08:08:37.418Z
1,10,4,-5,2024-08-16T08:08:37.428Z
1,10,4,-5,2024-08-16T08:08:37.439Z
1,10,4,-4,2024-08-16T08:08:37.448Z
1,10,4,-5,2024-08-16T08:08:37.459Z
1,10,4,-5,2024-08-16T08:08:37.469Z
1,10,4,-5,2024-08-16T08:08:37.479Z
1,10,4,-5,2024-08-16T08:08:37.489Z
1,10,4,-5,2024-08-16T08:08:37.498Z
1,10,4,-4,2024-08-16T08:08:37.508Z
1,10,3,-4,2024-08-16T08:08:37.518Z
1,10,4,-4,2024-08-16T08:08:37.529Z
1,10,4,-5,2024-08-16T08:08:37.543Z
1,10,4,-5,2024-08-16T08:08:37.588Z
1,10,4,-5,2024-08-16T08:08:37.590Z
1,10,4,-5,2024-08-16T08:08:37.605Z
1,10,4,-5,2024-08-16T08:08:37.612Z
1,10,4,-5,2024-08-16T08:08:37.618Z
1,10,4,-6,2024-08-16T08:08:37.630Z
1,10,4,-6,2024-08-16T08:08:37.645Z
1,10,4,-5,2024-08-16T08:08:37.649Z
1,10,4,-5,2024-08-16T08:08:37.659Z
1,10,4,-5,2024-08-16T08:08:37.668Z
1,10,4,-4,2024-08-16T08:08:37.686Z
1,10,4,-5,2024-08-16T08:08:37.691Z
1,10,5,-5,2024-08-16T08:08:37.703Z
1,10,4,-5,2024-08-16T08:08:37.712Z
1,10,4,-5,2024-08-16T08:08:37.722Z
1,10,4,-5,2024-08-16T08:08:37.732Z
1,10,4,-5,2024-08-16T08:08:37.742Z
1,10,4,-5,2024-08-16T08:08:37.752Z
1,10,4,-5,2024-08-16T08:08:37.762Z
1,10,4,-5,2024-08-16T08:08:37.771Z
1,10,4,-5,2024-08-16T08:08:37.782Z
1,10,4,-5,2024-08-16T08:08:37.792Z
1,10,4,-6,2024-08-16T08:08:37.801Z
1,10,4,-6,2024-08-16T08:08:37.811Z
1,10,4,-6,2024-08-16T08:08:37.829Z
1,10,4,-6,2024-08-16T08:08:37.835Z
1,10,4,-5,2024-08-16T08:08:37.845Z
1,10,4,-5,2024-08-16T08:08:37.854Z
1,10,4,-5,2024-08-16T08:08:37.865Z
1,10,4,-4,2024-08-16T08:08:37.875Z
1,10,4,-4,2024-08-16T08:08:37.884Z
1,10,4,-4,2024-08-16T08:08:37.895Z
1,10,4,-5,2024-08-16T08:08:37.905Z
1,10,4,-5,2024-08-16T08:08:37.915Z
1,10,4,-5,2024-08-16T08:08:37.925Z
1,10,4,-5,2024-08-16T08:08:37.934Z
1,10,4,-6,2024-08-16T08:08:37.979Z
1,10,4,-5,2024-08-16T08:08:37.986Z
1,10,4,-6,2024-08-16T08:08:37.996Z
1,10,4,-6,2024-08-16T08:08:38.006Z
1,10,4,-6,2024-08-16T08:08:38.016Z
1,10,4,-5,2024-08-16T08:08:38.025Z
1,10,4,-6,2024-08-16T08:08:38.046Z
1,10,4,-5,2024-08-16T08:08:38.056Z
1,10,4,-5,2024-08-16T08:08:38.066Z
1,10,4,-5,2024-08-16T08:08:38.075Z
1,10,4,-5,2024-08-16T08:08:38.086Z
1,10,4,-5,2024-08-16T08:08:38.096Z
1,10,4,-5,2024-08-16T08:08:38.106Z
1,10,4,-6,2024-08-16T08:08:38.120Z
1,10,4,-6,2024-08-16T08:08:38.129Z
1,10,4,-6,2024-08-16T08:08:38.138Z
1,10,4,-5,2024-08-16T08:08:38.148Z
1,10,4,-5,2024-08-16T08:08:38.159Z
1,10,4,-5,2024-08-16T08:08:38.169Z
1,10,4,-6,2024-08-16T08:08:38.179Z
1,10,4,-5,2024-08-16T08:08:38.189Z
1,10,4,-5,2024-08-16T08:08:38.198Z
1,10,4,-5,2024-08-16T08:08:38.209Z
1,10,4,-5,2024-08-16T08:08:38.218Z
1,10,4,-5,2024-08-16T08:08:38.228Z
1,10,5,-5,2024-08-16T08:08:38.238Z
1,10,5,-5,2024-08-16T08:08:38.248Z
1,10,5,-5,2024-08-16T08:08:38.292Z
1,10,5,-5,2024-08-16T08:08:38.294Z
1,10,4,-5,2024-08-16T08:08:38.297Z
1,10,4,-5,2024-08-16T08:08:38.309Z
1,10,4,-5,2024-08-16T08:08:38.311Z
1,10,4,-6,2024-08-16T08:08:38.314Z
1,10,4,-6,2024-08-16T08:08:38.324Z
1,10,4,-6,2024-08-16T08:08:38.338Z
1,10,4,-7,2024-08-16T08:08:38.372Z
1,10,4,-6,2024-08-16T08:08:38.380Z
1,10,4,-6,2024-08-16T08:08:38.390Z
1,10,4,-6,2024-08-16T08:08:38.406Z
1,10,4,-5,2024-08-16T08:08:38.413Z
1,10,4,-5,2024-08-16T08:08:38.423Z
1,10,4,-5,2024-08-16T08:08:38.433Z
1,10,4,-5,2024-08-16T08:08:38.443Z
1,10,4,-5,2024-08-16T08:08:38.453Z
1,10,4,-5,2024-08-16T08:08:38.462Z
1,10,4,-5,2024-08-16T08:08:38.472Z
1,10,4,-5,2024-08-16T08:08:38.482Z
1,10,4,-5,2024-08-16T08:08:38.493Z
1,10,4,-6,2024-08-16T08:08:38.502Z
1,10,4,-5,2024-08-16T08:08:38.513Z
1,10,4,-6,2024-08-16T08:08:38.522Z
1,10,4,-5,2024-08-16T08:08:38.533Z
1,10,4,-5,2024-08-16T08:08:38.549Z
1,10,4,-5,2024-08-16T08:08:38.556Z
1,10,4,-5,2024-08-16T08:08:38.565Z
1,10,4,-5,2024-08-16T08:08:38.576Z
1,10,4,-5,2024-08-16T08:08:38.586Z
1,10,4,-5,2024-08-16T08:08:38.596Z
1,10,4,-5,2024-08-16T08:08:38.605Z
1,10,4,-5,2024-08-16T08:08:38.615Z
1,10,4,-5,2024-08-16T08:08:38.625Z
1,10,4,-6,2024-08-16T08:08:38.635Z
1,10,4,-6,2024-08-16T08:08:38.646Z
1,10,4,-5,2024-08-16T08:08:38.656Z
1,10,4,-5,2024-08-16T08:08:38.666Z
1,10,4,-5,2024-08-16T08:08:38.675Z
1,10,5,-5,2024-08-16T08:08:38.694Z
1,10,5,-5,2024-08-16T08:08:38.699Z
1,10,5,-5,2024-08-16T08:08:38.709Z
1,10,4,-5,2024-08-16T08:08:38.719Z
1,10,4,-5,2024-08-16T08:08:38.728Z
1,10,4,-5,2024-08-16T08:08:38.767Z
1,10,4,-6,2024-08-16T08:08:38.776Z
1,10,4,-6,2024-08-16T08:08:38.786Z
1,10,4,-6,2024-08-16T08:08:38.796Z
1,10,4,-6,2024-08-16T08:08:38.806Z
1,10,4,-6,2024-08-16T08:08:38.816Z
1,10,4,-6,2024-08-16T08:08:38.826Z
1,10,4,-6,2024-08-16T08:08:38.840Z
1,10,4,-6,2024-08-16T08:08:38.849Z
1,10,4,-5,2024-08-16T08:08:38.858Z
1,10,4,-5,2024-08-16T08:08:38.868Z
1,10,4,-5,2024-08-16T08:08:38.879Z
1,10,4,-5,2024-08-16T08:08:38.888Z
1,10,4,-5,2024-08-16T08:08:38.898Z
1,10,4,-5,2024-08-16T08:08:38.908Z
1,10,4,-5,2024-08-16T08:08:38.919Z
1,10,4,-5,2024-08-16T08:08:38.929Z
1,10,4,-6,2024-08-16T08:08:38.940Z
1,10,4,-6,2024-08-16T08:08:38.948Z
1,10,4,-6,2024-08-16T08:08:38.959Z
1,10,4,-6,2024-08-16T08:08:38.968Z
1,10,4,-6,2024-08-16T08:08:38.983Z
1,10,4,-6,2024-08-16T08:08:38.992Z
1,10,4,-6,2024-08-16T08:08:39.003Z
1,10,4,-6,2024-08-16T08:08:39.012Z
1,10,4,-5,2024-08-16T08:08:39.023Z
1,10,4,-5,2024-08-16T08:08:39.041Z
1,10,4,-5,2024-08-16T08:08:39.043Z
1,10,4,-5,2024-08-16T08:08:39.057Z
1,10,4,-6,2024-08-16T08:08:39.064Z
1,10,4,-5,2024-08-16T08:08:39.077Z
1,10,4,-5,2024-08-16T08:08:39.084Z
1,10,4,-5,2024-08-16T08:08:39.097Z
1,10,5,-5,2024-08-16T08:08:39.103Z
1,10,5,-5,2024-08-16T08:08:39.113Z
1,10,5,-5,2024-08-16T08:08:39.134Z
1,10,5,-5,2024-08-16T08:08:39.166Z
1,10,5,-5,2024-08-16T08:08:39.175Z
1,9,5,-5,2024-08-16T08:08:39.184Z
1,9,5,-6,2024-08-16T08:08:39.195Z
1,9,4,-6,2024-08-16T08:08:39.205Z
1,9,4,-6,2024-08-16T08:08:39.215Z
1,9,4,-6,2024-08-16T08:08:39.224Z
1,10,4,-6,2024-08-16T08:08:39.234Z
1,10,4,-6,2024-08-16T08:08:39.245Z
1,10,4,-6,2024-08-16T08:08:39.254Z
1,10,4,-6,2024-08-16T08:08:39.270Z
1,10,4,-5,2024-08-16T08:08:39.278Z
1,10,4,-5,2024-08-16T08:08:39.288Z
1,10,4,-5,2024-08-16T08:08:39.297Z
1,10,4,-5,2024-08-16T08:08:39.308Z
1,10,3,-5,2024-08-16T08:08:39.318Z
1,10,3,-5,2024-08-16T08:08:39.328Z
1,10,4,-5,2024-08-16T08:08:39.338Z
1,10,3,-6,2024-08-16T08:08:39.347Z
1,10,3,-6,2024-08-16T08:08:39.358Z
1,10,3,-6,2024-08-16T08:08:39.367Z
1,10,3,-6,2024-08-16T08:08:39.378Z
1,10,4,-6,2024-08-16T08:08:39.387Z
1,10,3,-5,2024-08-16T08:08:39.397Z
1,10,3,-5,2024-08-16T08:08:39.413Z
1,10,3,-5,2024-08-16T08:08:39.421Z
1,10,3,-5,2024-08-16T08:08:39.431Z
1,10,3,-6,2024-08-16T08:08:39.440Z
1,10,3,-6,2024-08-16T08:08:39.461Z
1,10,3,-6,2024-08-16T08:08:39.470Z
1,10,3,-6,2024-08-16T08:08:39.480Z
1,10,3,-5,2024-08-16T08:08:39.490Z
1,10,3,-5,2024-08-16T08:08:39.500Z
1,10,3,-5,2024-08-16T08:08:39.510Z
1,10,3,-5,2024-08-16T08:08:39.521Z
1,10,3,-5,2024-08-16T08:08:39.562Z
1,9,2,-5,2024-08-16T08:08:39.572Z
1,9,2,-5,2024-08-16T08:08:39.581Z
1,9,2,-5,2024-08-16T08:08:39.591Z
1,9,2,-5,2024-08-16T08:08:39.602Z
1,9,2,-5,2024-08-16T08:08:39.612Z
1,9,2,-5,2024-08-16T08:08:39.622Z
1,9,2,-5,2024-08-16T08:08:39.632Z
1,9,2,-5,2024-08-16T08:08:39.641Z
1,9,2,-5,2024-08-16T08:08:39.652Z
1,9,2,-4,2024-08-16T08:08:39.662Z
1,9,2,-5,2024-08-16T08:08:39.672Z
1,9,2,-5,2024-08-16T08:08:39.681Z
1,9,2,-5,2024-08-16T08:08:39.691Z
1,9,2,-5,2024-08-16T08:08:39.706Z
1,9,3,-5,2024-08-16T08:08:39.715Z
1,9,2,-5,2024-08-16T08:08:39.725Z
1,9,2,-5,2024-08-16T08:08:39.736Z
1,9,3,-5,2024-08-16T08:08:39.746Z
1,9,3,-5,2024-08-16T08:08:39.756Z
1,9,2,-4,2024-08-16T08:08:39.766Z
1,9,2,-4,2024-08-16T08:08:39.776Z
1,9,2,-4,2024-08-16T08:08:39.785Z
1,9,3,-4,2024-08-16T08:08:39.796Z
1,9,3,-4,2024-08-16T08:08:39.806Z
1,9,2,-4,2024-08-16T08:08:39.815Z
1,9,2,-4,2024-08-16T08:08:39.825Z
1,9,2,-3,2024-08-16T08:08:39.835Z
1,9,3,-3,2024-08-16T08:08:39.849Z
1,9,2,-3,2024-08-16T08:08:39.858Z
1,9,2,-3,2024-08-16T08:08:39.868Z
1,9,2,-2,2024-08-16T08:08:39.878Z
1,9,2,-2,2024-08-16T08:08:39.889Z
1,9,2,-1,2024-08-16T08:08:39.899Z
1,9,3,0,2024-08-16T08:08:39.909Z
1,9,2,0,2024-08-16T08:08:39.946Z
1,9,2,0,2024-08-16T08:08:39.956Z
1,9,2,1,2024-08-16T08:08:39.966Z
1,9,2,1,2024-08-16T08:08:39.976Z
1,9,2,2,2024-08-16T08:08:39.990Z
1,9,2,3,2024-08-16T08:08:40.000Z
1,9,2,4,2024-08-16T08:08:40.010Z
1,9,2,4,2024-08-16T08:08:40.020Z
1,9,2,5,2024-08-16T08:08:40.030Z
1,9,1,5,2024-08-16T08:08:40.040Z
1,9,1,6,2024-08-16T08:08:40.050Z
1,9,0,6,2024-08-16T08:08:40.060Z
1,9,0,7,2024-08-16T08:08:40.069Z
1,9,0,7,2024-08-16T08:08:40.080Z
1,9,0,7,2024-08-16T08:08:40.090Z
1,9,-1,7,2024-08-16T08:08:40.100Z
1,9,-1,7,2024-08-16T08:08:40.109Z
1,9,-1,7,2024-08-16T08:08:40.120Z
1,9,-2,7,2024-08-16T08:08:40.134Z
1,9,-2,7,2024-08-16T08:08:40.143Z
1,8,-3,7,2024-08-16T08:08:40.152Z
1,8,-3,7,2024-08-16T08:08:40.163Z
1,8,-3,7,2024-08-16T08:08:40.172Z
1,8,-3,7,2024-08-16T08:08:40.182Z
1,8,-3,7,2024-08-16T08:08:40.193Z
1,8,-4,7,2024-08-16T08:08:40.203Z
1,8,-4,6,2024-08-16T08:08:40.212Z
1,8,-4,6,2024-08-16T08:08:40.223Z
1,8,-3,6,2024-08-16T08:08:40.232Z
1,8,-4,6,2024-08-16T08:08:40.242Z
1,7,-4,7,2024-08-16T08:08:40.252Z
1,7,-4,7,2024-08-16T08:08:40.262Z
1,7,-4,7,2024-08-16T08:08:40.279Z
1,7,-4,6,2024-08-16T08:08:40.286Z
1,7,-4,6,2024-08-16T08:08:40.295Z
1,7,-4,6,2024-08-16T08:08:40.334Z
1,7,-4,6,2024-08-16T08:08:40.343Z
1,7,-4,5,2024-08-16T08:08:40.353Z
1,7,-4,5,2024-08-16T08:08:40.363Z
1,7,-4,5,2024-08-16T08:08:40.373Z
1,7,-4,4,2024-08-16T08:08:40.383Z
1,7,-4,4,2024-08-16T08:08:40.392Z
1,7,-4,3,2024-08-16T08:08:40.403Z
1,7,-4,3,2024-08-16T08:08:40.422Z
1,7,-4,2,2024-08-16T08:08:40.426Z
1,7,-4,2,2024-08-16T08:08:40.436Z
1,7,-3,3,2024-08-16T08:08:40.445Z
1,7,-3,3,2024-08-16T08:08:40.456Z
1,7,-2,3,2024-08-16T08:08:40.466Z
1,7,-2,3,2024-08-16T08:08:40.476Z
1,7,-1,3,2024-08-16T08:08:40.485Z
1,7,-1,2,2024-08-16T08:08:40.495Z
1,7,-1,2,2024-08-16T08:08:40.506Z
1,7,0,2,2024-08-16T08:08:40.516Z
1,7,0,1,2024-08-16T08:08:40.525Z
1,7,0,1,2024-08-16T08:08:40.535Z
1,7,0,1,2024-08-16T08:08:40.546Z
1,6,0,1,2024-08-16T08:08:40.555Z
1,6,0,0,2024-08-16T08:08:40.570Z
1,6,0,0,2024-08-16T08:08:40.580Z
1,6,0,0,2024-08-16T08:08:40.589Z
1,6,0,1,2024-08-16T08:08:40.599Z
1,6,0,1,2024-08-16T08:08:40.610Z
1,6,0,1,2024-08-16T08:08:40.619Z
1,6,0,1,2024-08-16T08:08:40.629Z
1,6,0,1,2024-08-16T08:08:40.640Z
1,6,1,1,2024-08-16T08:08:40.650Z
1,6,1,2,2024-08-16T08:08:40.660Z
1,6,1,2,2024-08-16T08:08:40.670Z
1,6,1,2,2024-08-16T08:08:40.680Z
1,6,1,2,2024-08-16T08:08:40.725Z
1,6,1,2,2024-08-16T08:08:40.731Z
1,6,1,2,2024-08-16T08:08:40.741Z
1,6,1,2,2024-08-16T08:08:40.751Z
1,6,1,2,2024-08-16T08:08:40.761Z
1,6,1,2,2024-08-16T08:08:40.771Z
1,6,1,2,2024-08-16T08:08:40.781Z
1,6,1,2,2024-08-16T08:08:40.791Z
1,6,1,1,2024-08-16T08:08:40.801Z
1,6,1,1,2024-08-16T08:08:40.810Z
1,6,1,0,2024-08-16T08:08:40.821Z
1,6,1,0,2024-08-16T08:08:40.831Z
1,6,1,0,2024-08-16T08:08:40.841Z
1,6,0,0,2024-08-16T08:08:40.856Z
1,6,0,0,2024-08-16T08:08:40.864Z
1,6,0,0,2024-08-16T08:08:40.874Z
1,6,0,0,2024-08-16T08:08:40.884Z
1,6,0,0,2024-08-16T08:08:40.894Z
1,6,0,0,2024-08-16T08:08:40.904Z
1,6,0,0,2024-08-16T08:08:40.914Z
1,6,0,1,2024-08-16T08:08:40.923Z
1,6,0,1,2024-08-16T08:08:40.934Z
1,5,0,1,2024-08-16T08:08:40.944Z
1,5,1,-2,2024-08-16T08:08:40.954Z
1,5,0,2,2024-08-16T08:08:40.964Z
1,6,1,-1,2024-08-16T08:08:40.973Z
1,6,1,-1,2024-08-16T08:08:40.983Z
1,6,1,-1,2024-08-16T08:08:40.998Z
1,6,1,0,2024-08-16T08:08:41.007Z
1,6,1,0,2024-08-16T08:08:41.018Z
1,6,1,0,2024-08-16T08:08:41.027Z
1,6,2,0,2024-08-16T08:08:41.038Z
1,6,2,0,2024-08-16T08:08:41.047Z
1,5,2,0,2024-08-16T08:08:41.058Z
1,5,2,0,2024-08-16T08:08:41.068Z
1,5,2,0,2024-08-16T08:08:41.078Z
1,5,2,0,2024-08-16T08:08:41.116Z
1,5,2,0,2024-08-16T08:08:41.125Z
1,5,1,0,2024-08-16T08:08:41.141Z
1,5,1,0,2024-08-16T08:08:41.148Z
1,5,0,0,2024-08-16T08:08:41.158Z
1,5,0,0,2024-08-16T08:08:41.168Z
1,5,0,0,2024-08-16T08:08:41.178Z
1,5,0,0,2024-08-16T08:08:41.188Z
1,5,0,1,2024-08-16T08:08:41.198Z
1,5,0,1,2024-08-16T08:08:41.207Z
1,5,0,2,2024-08-16T08:08:41.217Z
1,5,0,2,2024-08-16T08:08:41.228Z
1,5,0,2,2024-08-16T08:08:41.238Z
1,5,0,3,2024-08-16T08:08:41.248Z
1,5,0,2,2024-08-16T08:08:41.258Z
1,5,0,2,2024-08-16T08:08:41.268Z
1,5,0,2,2024-08-16T08:08:41.285Z
1,5,0,1,2024-08-16T08:08:41.291Z
1,5,0,1,2024-08-16T08:08:41.301Z
1,5,0,0,2024-08-16T08:08:41.310Z
1,5,0,0,2024-08-16T08:08:41.321Z
1,5,0,0,2024-08-16T08:08:41.331Z
1,5,0,0,2024-08-16T08:08:41.341Z
1,5,0,0,2024-08-16T08:08:41.350Z
1,5,1,0,2024-08-16T08:08:41.361Z
1,5,1,0,2024-08-16T08:08:41.370Z
1,5,1,0,2024-08-16T08:08:41.381Z
1,5,1,0,2024-08-16T08:08:41.391Z
1,6,2,0,2024-08-16T08:08:41.401Z
1,6,1,0,2024-08-16T08:08:41.410Z
1,6,1,0,2024-08-16T08:08:41.428Z
1,6,2,0,2024-08-16T08:08:41.434Z
